Date,vix,OLDVIX,eom
2/3/1997,19.58,73.73720856,TRUE
3/3/1997,20.89,78.67059687,TRUE
4/1/1997,20.84,78.48229961,TRUE
5/1/1997,19.87,74.82933269,TRUE
6/2/1997,20.85,78.51995906,TRUE
7/1/1997,21,79.08485086,TRUE
8/1/1997,22.29,83.94292026,TRUE
9/2/1997,24.53,92.37863769,TRUE
10/1/1997,22.32,84.05589862,TRUE
11/3/1997,32.09,120.849184,TRUE
12/1/1997,26.01,97.9522367,TRUE
1/2/1998,23.42,88.19843843,TRUE
2/2/1998,21.36,80.44059116,TRUE
3/2/1998,19.19,72.2684899,TRUE
4/1/1998,23.37,88.01014117,TRUE
5/1/1998,19.34,72.83338169,TRUE
6/1/1998,22.83,85.97653072,TRUE
7/1/1998,18,67.78701502,TRUE
8/3/1998,25.98,97.83925834,TRUE
9/1/1998,36.48,137.3816838,TRUE
10/1/1998,43.48,163.7433007,TRUE
11/2/1998,27.26,102.6596683,TRUE
12/1/1998,24.97,94.03565361,TRUE
1/4/1999,26.17,98.55478795,TRUE
2/1/1999,27.67,104.2037059,TRUE
3/1/1999,28.37,106.8398676,TRUE
4/1/1999,22.06,83.07675285,TRUE
5/3/1999,24.15,90.94757848,TRUE
6/1/1999,26.62,100.2494633,TRUE
7/1/1999,19.69,74.15146254,TRUE
8/2/1999,25.59,96.37053968,TRUE
9/1/1999,22.93,86.35312524,TRUE
10/1/1999,24.93,93.8850158,TRUE
11/1/1999,22.09,83.18973121,TRUE
12/1/1999,22.23,83.71696355,TRUE
1/3/2000,24.21,91.1735352,TRUE
2/1/2000,23.45,88.31141679,TRUE
3/1/2000,21.64,81.49505583,TRUE
4/3/2000,24.03,90.49566505,TRUE
5/1/2000,25.88,97.46266382,TRUE
6/1/2000,22.36,84.20653643,TRUE
7/3/2000,19.83,74.67869488,TRUE
8/1/2000,20.55,77.39017548,TRUE
9/1/2000,17.53,66.01702074,TRUE
10/2/2000,21.23,79.95101827,TRUE
11/1/2000,24.28,91.43715137,TRUE
12/1/2000,27.48,103.4881763,TRUE
1/2/2001,29.99,112.9406989,TRUE
2/1/2001,21.66,81.57037474,TRUE
3/1/2001,28.08,105.7477434,TRUE
4/2/2001,31.21,117.5351522,TRUE
5/1/2001,24.2,91.13587575,TRUE
6/1/2001,21.59,81.30675857,TRUE
7/2/2001,18.76,70.64913343,TRUE
8/1/2001,20.56,77.42783493,TRUE
9/4/2001,25.85,97.34968546,TRUE
10/1/2001,32.32,121.7153514,TRUE
11/1/2001,32.31,121.677692,TRUE
12/3/2001,25.77,97.04840984,TRUE
1/2/2002,22.71,85.52461728,TRUE
2/1/2002,21.12,79.53676429,TRUE
3/1/2002,19.96,75.16826777,TRUE
4/1/2002,18.73,70.53615507,TRUE
5/1/2002,20.06,75.54486229,TRUE
6/3/2002,23.37,88.01014117,TRUE
7/1/2002,27.11,102.0947765,TRUE
8/1/2002,36.95,139.1516781,TRUE
9/3/2002,39.97,150.5248328,TRUE
10/1/2002,34.12,128.4940529,TRUE
11/1/2002,29.3,110.3421967,TRUE
12/2/2002,27.46,103.4128574,TRUE
1/2/2003,25.39,95.61735063,TRUE
2/3/2003,31.02,116.8196225,TRUE
3/3/2003,30.43,114.5977148,TRUE
4/1/2003,28.36,106.8022081,TRUE
5/1/2003,21.59,81.30675857,TRUE
6/2/2003,20.85,78.51995906,TRUE
7/1/2003,19.46,73.28529513,TRUE
8/1/2003,20.75,78.14336454,TRUE
9/2/2003,19.02,71.6282792,TRUE
10/1/2003,21.07,79.34846702,TRUE
11/3/2003,16.55,62.32639436,TRUE
12/1/2003,16.77,63.15490233,TRUE
1/2/2004,18.22,68.61552298,TRUE
2/2/2004,17.11,64.43532372,TRUE
3/1/2004,14.44,54.38024983,TRUE
4/1/2004,16.65,62.70298889,TRUE
5/3/2004,16.62,62.59001053,TRUE
6/1/2004,16.3,61.38490804,TRUE
7/1/2004,15.2,57.24236824,TRUE
8/2/2004,15.37,57.88257894,TRUE
9/1/2004,14.91,56.15024411,TRUE
10/1/2004,12.75,48.0158023,TRUE
11/1/2004,16.27,61.27192969,TRUE
12/1/2004,12.97,48.84431027,TRUE
1/3/2005,14.08,53.02450953,TRUE
2/1/2005,12.03,45.3043217,TRUE
3/1/2005,12.04,45.34198116,TRUE
4/1/2005,14.09,53.06216898,TRUE
5/2/2005,15.12,56.94109262,TRUE
6/1/2005,12.36,46.54708365,TRUE
7/1/2005,11.4,42.93177618,TRUE
8/1/2005,12.08,45.49261897,TRUE
9/1/2005,13.15,49.52218042,TRUE
10/3/2005,12.46,46.92367817,TRUE
11/1/2005,14.85,55.92428739,TRUE
12/1/2005,11.24,42.32922493,TRUE
1/3/2006,11.14,41.95263041,TRUE
2/1/2006,12.36,46.54708365,TRUE
3/1/2006,11.54,43.45900852,TRUE
4/3/2006,11.57,43.57198688,TRUE
5/1/2006,12.54,47.2249538,TRUE
6/1/2006,14.52,54.68152545,TRUE
7/3/2006,13.05,49.14558589,TRUE
8/1/2006,15.05,56.67747645,TRUE
9/1/2006,11.96,45.04070553,TRUE
10/2/2006,12.57,47.33793215,TRUE
11/1/2006,11.51,43.34603016,TRUE
12/1/2006,11.66,43.91092195,TRUE
1/3/2007,12.04,45.34198116,TRUE
2/1/2007,10.31,38.82689582,TRUE
3/1/2007,15.82,59.57725431,TRUE
4/2/2007,14.53,54.7191849,TRUE
5/1/2007,13.51,50.87792072,TRUE
6/1/2007,12.78,48.12878066,TRUE
7/2/2007,15.4,57.99555729,TRUE
8/1/2007,23.67,89.13992475,TRUE
9/4/2007,22.78,85.78823345,TRUE
10/1/2007,17.84,67.18446377,TRUE
11/1/2007,23.21,87.40758992,TRUE
12/3/2007,23.61,88.91396803,TRUE
1/2/2008,23.17,87.25695211,TRUE
2/1/2008,24.02,90.4580056,TRUE
3/3/2008,26.28,98.96904193,TRUE
4/1/2008,22.68,85.41163892,TRUE
5/1/2008,18.88,71.10104686,TRUE
6/2/2008,19.83,74.67869488,TRUE
7/1/2008,23.65,89.06460584,TRUE
8/1/2008,22.57,84.99738494,TRUE
9/2/2008,21.99,82.81313668,TRUE
10/1/2008,39.81,149.9222815,TRUE
11/3/2008,53.68,202.1559426,TRUE
12/1/2008,68.51,258.0049111,TRUE
1/2/2009,39.19,147.5873955,TRUE
2/2/2009,45.52,171.4258291,TRUE
3/2/2009,52.65,198.2770189,TRUE
4/1/2009,42.28,159.2241664,TRUE
5/1/2009,35.3,132.9378683,TRUE
6/1/2009,30.04,113.1289962,TRUE
7/1/2009,26.22,98.74308521,TRUE
8/3/2009,25.56,96.25756133,TRUE
9/1/2009,29.15,109.7773049,TRUE
10/1/2009,28.27,106.463273,TRUE
11/2/2009,29.78,112.1498504,TRUE
12/1/2009,21.92,82.54952051,TRUE
1/4/2010,20.04,75.46954339,TRUE
2/1/2010,22.59,85.07270385,TRUE
3/1/2010,19.26,72.53210607,TRUE
4/1/2010,17.47,65.79106402,TRUE
5/3/2010,20.19,76.03443518,TRUE
6/1/2010,35.54,133.8416952,TRUE
7/1/2010,32.86,123.7489619,TRUE
8/2/2010,22.01,82.88845559,TRUE
9/1/2010,23.89,89.96843271,TRUE
10/1/2010,22.5,84.73376877,TRUE
11/1/2010,21.83,82.21058544,TRUE
12/1/2010,21.36,80.44059116,TRUE
1/3/2011,17.61,66.31829636,TRUE
2/1/2011,17.63,66.39361527,TRUE
3/1/2011,21.01,79.12251031,TRUE
4/1/2011,17.4,65.52744785,TRUE
5/2/2011,15.99,60.21746501,TRUE
6/1/2011,18.3,68.9167986,TRUE
7/1/2011,15.87,59.76555157,TRUE
8/1/2011,23.66,89.1022653,TRUE
9/1/2011,31.82,119.8323788,TRUE
10/3/2011,45.45,171.1622129,TRUE
11/1/2011,34.77,130.9419173,TRUE
12/1/2011,27.41,103.2245601,TRUE
1/3/2012,22.97,86.50376305,TRUE
2/1/2012,18.55,69.85828492,TRUE
3/1/2012,17.26,65.00021551,TRUE
4/2/2012,15.64,58.89938416,TRUE
5/1/2012,16.6,62.51469163,TRUE
6/1/2012,26.66,100.4001011,TRUE
7/2/2012,16.8,63.26788068,TRUE
8/1/2012,18.96,71.40232249,TRUE
9/4/2012,17.98,67.71169611,TRUE
10/1/2012,16.32,61.46022695,TRUE
11/1/2012,16.69,62.8536267,TRUE
12/3/2012,16.64,62.66532944,TRUE
1/2/2013,14.68,55.28407669,TRUE
2/1/2013,12.9,48.5806941,TRUE
3/1/2013,15.36,57.84491948,TRUE
4/1/2013,13.58,51.14153689,TRUE
5/1/2013,14.49,54.56854709,TRUE
6/3/2013,16.28,61.30958914,TRUE
7/1/2013,16.37,61.64852421,TRUE
8/1/2013,12.94,48.73133191,TRUE
9/3/2013,16.61,62.55235108,TRUE
10/1/2013,15.54,58.52278963,TRUE
11/1/2013,13.28,50.0117533,TRUE
12/2/2013,14.23,53.58940132,TRUE
1/2/2014,14.23,53.58940132,TRUE
2/3/2014,21.44,80.74186678,TRUE
3/3/2014,16,60.25512446,TRUE
4/1/2014,13.1,49.33388315,TRUE
5/1/2014,13.25,49.89877494,TRUE
6/2/2014,11.58,43.60964633,TRUE
7/1/2014,11.15,41.99028986,TRUE
8/1/2014,17.03,64.1340481,TRUE
9/2/2014,12.25,46.13282967,TRUE
10/1/2014,16.71,62.92894561,TRUE
11/3/2014,14.73,55.47237396,TRUE
12/1/2014,14.29,53.81535803,TRUE
1/2/2015,17.79,66.99616651,TRUE
2/2/2015,19.43,73.17231677,TRUE
3/2/2015,13.04,49.10792644,TRUE
4/1/2015,15.11,56.90343316,TRUE
5/1/2015,12.7,47.82750504,TRUE
6/1/2015,13.97,52.61025555,TRUE
7/1/2015,16.09,60.59405954,TRUE
8/3/2015,12.56,47.3002727,TRUE
9/1/2015,31.4,118.2506818,TRUE
10/1/2015,22.55,84.92206604,TRUE
11/2/2015,14.15,53.2881257,TRUE
12/1/2015,14.67,55.24641724,TRUE
1/4/2016,20.7,77.95506727,TRUE
2/1/2016,19.98,75.24358667,TRUE
3/1/2016,17.7,66.65723143,TRUE
4/1/2016,13.1,49.33388315,TRUE
5/2/2016,14.68,55.28407669,TRUE
6/1/2016,14.2,53.47642296,TRUE
7/1/2016,14.77,55.62301177,TRUE
8/1/2016,12.44,46.84835927,TRUE
9/1/2016,13.48,50.76494236,TRUE
10/3/2016,13.57,51.10387743,TRUE
11/1/2016,18.56,69.89594437,TRUE
12/1/2016,14.07,52.98685007,TRUE
1/3/2017,12.85,48.39239683,TRUE
2/1/2017,11.81,44.47581374,TRUE
3/1/2017,12.54,47.2249538,TRUE
4/3/2017,12.38,46.62240255,TRUE
5/1/2017,10.11,38.07370677,TRUE
6/1/2017,9.89,37.24519881,TRUE
7/3/2017,11.22,42.25390603,TRUE
8/1/2017,10.09,37.99838786,TRUE
9/1/2017,10.13,38.14902567,TRUE
10/2/2017,9.45,35.58818288,TRUE
11/1/2017,10.2,38.41264184,TRUE
12/1/2017,11.43,43.04475454,TRUE
1/2/2018,9.77,36.79328537,TRUE
2/1/2018,13.47,50.72728291,TRUE
3/1/2018,22.47,84.62079041,TRUE
4/2/2018,23.62,88.95162749,TRUE
5/1/2018,15.49,58.33449237,TRUE
6/1/2018,13.46,50.68962345,TRUE
7/2/2018,15.6,58.74874635,TRUE
8/1/2018,13.15,49.52218042,TRUE
9/4/2018,13.16,49.55983987,TRUE
10/1/2018,12,45.19134335,TRUE
11/1/2018,19.34,72.83338169,TRUE
12/3/2018,16.44,61.91214038,TRUE
1/2/2019,23.22,87.44524937,TRUE
2/1/2019,16.14,60.7823568,TRUE
3/1/2019,13.57,51.10387743,TRUE
4/1/2019,13.4,50.46366674,TRUE
5/1/2019,14.8,55.73599013,TRUE
6/3/2019,18.86,71.02572796,TRUE
7/1/2019,14.06,52.94919062,TRUE
8/1/2019,17.87,67.29744213,TRUE
9/3/2019,19.66,74.03848418,TRUE
10/1/2019,18.56,69.89594437,TRUE
11/1/2019,12.3,46.32112693,TRUE
12/2/2019,14.91,56.15024411,TRUE
1/2/2020,12.47,46.96133763,TRUE
2/3/2020,17.97,67.67403666,TRUE
3/2/2020,33.42,125.8578912,TRUE
4/1/2020,57.06,214.8848376,TRUE
5/1/2020,37.19,140.0555049,TRUE
6/1/2020,28.23,106.3126352,TRUE
7/1/2020,28.62,107.7813539,TRUE
8/3/2020,24.28,91.43715137,TRUE
9/1/2020,26.12,98.36649068,TRUE
10/1/2020,26.7,100.5507389,TRUE
11/2/2020,37.13,139.8295482,TRUE
12/1/2020,20.77,78.21868344,TRUE
1/4/2021,26.97,101.5675442,TRUE
2/1/2021,30.24,113.8821852,TRUE
3/1/2021,23.35,87.93482226,TRUE
4/1/2021,17.33,65.26383168,TRUE
5/3/2021,18.31,68.95445806,TRUE
6/1/2021,17.9,67.41042049,TRUE
7/1/2021,15.48,58.29683292,TRUE
8/2/2021,19.46,73.28529513,TRUE
9/1/2021,16.11,60.66937844,TRUE
10/1/2021,21.15,79.64974265,TRUE
11/1/2021,16.41,61.79916203,TRUE
12/1/2021,31.12,117.1962171,TRUE
1/3/2022,16.6,62.51469163,TRUE
2/1/2022,21.96,82.70015832,TRUE
3/1/2022,33.32,125.4812967,TRUE
4/1/2022,19.63,73.92550582,TRUE
5/2/2022,32.34,121.7906703,TRUE
6/1/2022,25.69,96.74713421,TRUE
7/1/2022,26.7,100.5507389,TRUE
8/1/2022,22.84,86.01419017,TRUE
9/1/2022,25.56,96.25756133,TRUE
10/3/2022,30.1,113.3549529,TRUE
11/1/2022,25.81,97.19904765,TRUE
12/1/2022,19.84,74.71635433,TRUE
1/3/2023,22.9,86.24014688,TRUE
2/1/2023,17.87,67.29744213,TRUE
3/1/2023,20.58,77.50315384,TRUE
4/3/2023,18.55,69.85828492,TRUE
5/1/2023,16.08,60.55640008,TRUE
6/1/2023,15.65,58.93704361,TRUE
7/3/2023,13.57,51.10387743,TRUE
8/1/2023,13.93,52.45961773,TRUE
9/1/2023,13.09,49.2962237,TRUE
10/2/2023,17.61,66.31829636,TRUE
11/1/2023,16.87,63.53149685,TRUE
12/1/2023,12.63,47.56388887,TRUE
1/2/2024,13.2,49.71047768,TRUE
2/1/2024,13.88,52.27132047,TRUE
3/1/2024,13.11,49.37154261,TRUE
4/1/2024,13.65,51.40515306,TRUE
5/1/2024,15.39,57.95789784,TRUE
6/3/2024,13.11,49.37154261,TRUE
7/1/2024,12.22,46.01985131,TRUE
8/1/2024,18.59,70.00892273,TRUE
